country,location_name,year,latitude,longitude,temperature_celsius,wind_kph,wind_degree,pressure_mb,precip_mm,humidity,cloud,feels_like_celsius,visibility_km,uv_index,gust_kph,air_quality_Carbon_Monoxide,air_quality_Ozone,air_quality_Nitrogen_dioxide,air_quality_Sulphur_dioxide,air_quality_PM2.5,air_quality_PM10,air_quality_us-epa-index,air_quality_gb-defra-index,moon_illumination
Paraguay,Carreria,2024,-21.55,-58.12,29.518181818181816,15.20909090909091,49.18181818181818,1014.3636363636364,0.0,35.0,9.909090909090908,28.91818181818182,10.0,8.454545454545455,17.654545454545453,333.1909090909091,37.163636363636364,0.7000000000000001,0.2727272727272727,16.827272727272728,17.136363636363637,1.5454545454545454,1.9090909090909092,33.63636363636363
Paraguay,Garrapata,2025,-19.7,-58.7167,20.264285714285712,8.97857142857143,128.35714285714286,1013.2857142857143,0.0,50.5,24.928571428571427,20.27857142857143,10.0,0.0,16.357142857142858,324.4958571428571,74.64285714285714,1.798,0.6952142857142858,14.912142857142856,15.511571428571429,1.5,1.7857142857142858,38.5
Paraguay,Pasto,2024,-19.45,-61.15,22.348000000000003,17.176,209.6,1017.12,0.0016,49.96,41.4,22.384,10.0,6.4,20.416,257.224,24.112,0.156,0.05600000000000001,6.207999999999999,6.428,1.12,1.2,63.4
Peru,Lima,2024,-12.05,-77.05,16.539823008849556,7.928761061946903,193.90265486725664,1014.0353982300885,0.003761061946902655,83.94690265486726,47.56637168141593,16.52433628318584,10.0,2.9557522123893807,10.563716814159292,493.4440265486726,43.5216814159292,24.564889380530975,17.645243362831856,26.611902654867258,45.318384955752215,2.004424778761062,2.8008849557522124,48.50442477876106
Peru,Lima,2025,-12.05,-77.05,17.730711610486892,8.974157303370786,175.8501872659176,1012.8089887640449,0.004644194756554307,84.40074906367042,49.329588014981276,17.79063670411985,10.0,0.0,13.195880149812735,738.3647940074906,51.49063670411985,23.7714606741573,7.5662921348314605,26.668408239700376,44.0701872659176,2.0037453183520597,2.730337078651685,50.89513108614232
Philippines,Kyiv,2024,14.6,120.98,30.3,9.0,100.0,1007.0,0.12,75.0,50.0,38.4,10.0,1.0,21.9,1188.3,1.1,48.0,21.9,28.5,36.4,2.0,3.0,41.0
Philippines,Manila,2024,14.601665198237885,120.98087224669604,29.040088105726873,10.86784140969163,169.647577092511,1008.4008810572687,0.5012775330396476,79.33920704845815,66.37885462555066,34.39647577092511,9.47136563876652,1.120704845814978,18.877092511013217,874.9964757709251,47.97312775330396,27.00328193832599,19.63248898678414,32.86742290748899,45.20737885462555,2.1277533039647576,3.6211453744493394,48.62555066079295
Philippines,Manila,2025,14.6042,120.9822,30.53271375464684,16.400000000000002,159.3345724907063,1008.0557620817843,0.38780669144981417,70.55762081784387,57.87360594795539,35.52118959107807,9.697026022304833,0.975092936802974,22.27546468401487,815.5955390334573,69.94423791821562,20.772267657992565,33.08542750929368,30.315241635687734,33.5957249070632,2.137546468401487,3.342007434944238,50.83271375464684
Poland,Beirut,2024,51.12,17.53,24.2,13.7,288.0,1013.0,0.0,56.0,74.0,25.5,10.0,5.0,15.7,176.9,86.6,0.8,0.3,2.5,2.6,1.0,1.0,41.0
Poland,Moldova,2024,53.33,21.62,27.7,29.5,259.0,1010.0,0.0,52.0,32.0,28.6,10.0,7.0,34.1,191.9,86.6,1.3,0.6,2.5,2.6,1.0,1.0,41.0
